,Instrument,Insider Full Name,Insider Role Type,Insider Shares Traded (Adjusted),Insider Transaction Type,Insider Transaction Type(Short),Insider Transaction Price,Insider Shares Traded (As Reported),Insider Transaction Date
8735,AMZN.O,Wilke (Jeffrey A),Affiliated Person,,,,,,2003-05-19
8736,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",,,,,,2003-05-19
8737,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-100000,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.75,-100000,2003-05-16
8738,AMZN.O,Peek (Mark S),,-100000,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.43,-100000,2003-05-15
8739,AMZN.O,Peek (Mark S),Officer,-12000,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-12000,2003-05-15
8740,AMZN.O,Peek (Mark S),Officer,-12000,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.43,-12000,2003-05-15
8741,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",12000,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",13.38,12000,2003-05-15
8742,AMZN.O,Wilson Lynn Michelle,,-56252,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-56252,2003-05-14
8743,AMZN.O,Piacentini (Diego),,-56252,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.64,-56252,2003-05-14
8744,AMZN.O,Peek (Mark S),,56252,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",7.93,56252,2003-05-14
8745,AMZN.O,Wilke (Jeffrey A),,-25000,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.5,-25000,2003-05-14
8746,AMZN.O,Wilson Lynn Michelle,Officer,-25000,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.5,-25000,2003-05-14
8747,AMZN.O,Wilson Lynn Michelle,Officer,-37502,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-37502,2003-05-14
8748,AMZN.O,Piacentini (Diego),Officer,-37502,Open market or private sale of non-derivative or derivative security,Open Market Sale,32.64,-37502,2003-05-14
8749,AMZN.O,Piacentini (Diego),Officer,37502,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",7.93,37502,2003-05-14
8750,AMZN.O,Peek (Mark S),Officer,-56252,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-56252,2003-05-14
